side_length,board_size,matchup,round,action_index,actor,actor_policy,first_actor,p_controlled,e_controlled,neutral_fields,actor_controlled_before,opponent_controlled_before,actor_non_core_before,opponent_non_core_before,territory_threshold,actor_to_threshold_before,opponent_to_threshold_before,actor_behind_before,p_resources_before,e_resources_before,rank,candidate_action_type,candidate_target,candidate_field_type,candidate_category,raw_score,weight,total_score,reasons,chosen,chosen_ok,chosen_message,winner_after
4,37,utility_balancer_vs_phase_player,26,2,player,utility_balancer,enemy,14,21,3,13,21,12,20,23,10,2,True,"{""Holz"": 1, ""Korn"": 6, ""Stein"": 7}","{""Holz"": 5, ""Korn"": 8, ""Stein"": 0}",2,build,"(3, -2)",Holz,expansion,34.7468,1.0000,34.7468,type=Holz | need=0.50 | own_neighbors=1 | enemy_neighbors=2 | cost_holz=5,False,,,
4,37,utility_balancer_vs_phase_player,26,2,player,utility_balancer,enemy,14,21,3,13,21,12,20,23,10,2,True,"{""Holz"": 1, ""Korn"": 6, ""Stein"": 7}","{""Holz"": 5, ""Korn"": 8, ""Stein"": 0}",3,build,"(3, -2)",Stein,expansion,33.7468,1.0000,33.7468,type=Stein | need=0.42 | own_neighbors=1 | enemy_neighbors=2 | cost_holz=5,False,,,
4,37,utility_balancer_vs_phase_player,26,2,player,utility_balancer,enemy,14,21,3,13,21,12,20,23,10,2,True,"{""Holz"": 1, ""Korn"": 6, ""Stein"": 7}","{""Holz"": 5, ""Korn"": 8, ""Stein"": 0}",4,build,"(3, -3)",Korn,expansion,31.1385,1.0000,31.1385,type=Korn | need=0.50 | own_neighbors=2 | enemy_neighbors=0 | cost_holz=5,False,,,
4,37,utility_balancer_vs_phase_player,26,2,player,utility_balancer,enemy,14,21,3,13,21,12,20,23,10,2,True,"{""Holz"": 1, ""Korn"": 6, ""Stein"": 7}","{""Holz"": 5, ""Korn"": 8, ""Stein"": 0}",5,build,"(3, -3)",Holz,expansion,30.9135,1.0000,30.9135,type=Holz | need=0.50 | own_neighbors=2 | enemy_neighbors=0 | cost_holz=5,False,,,
4,37,utility_balancer_vs_phase_player,26,3,player,utility_balancer,enemy,14,21,2,14,21,13,20,23,9,2,True,"{""Holz"": 1, ""Korn"": 2, ""Stein"": 7}","{""Holz"": 5, ""Korn"": 8, ""Stein"": 0}",1,fortify,"(0, -2)",,defense,23.5500,1.2500,29.4375,type=Korn | shield=1 | enemy_neighbors=1 | contested=1 | cost_korn=4,True,True,"player fortifies (0, -2) for 4 Korn. raid_shield=2/3.",
4,37,utility_balancer_vs_phase_player,26,3,player,utility_balancer,enemy,14,21,2,14,21,13,20,23,9,2,True,"{""Holz"": 1, ""Korn"": 2, ""Stein"": 7}","{""Holz"": 5, ""Korn"": 8, ""Stein"": 0}",2,raid,"(0, -1)",,aggression,19.2667,1.2500,24.0833,target_type=Stein | level=2 | shield=1 | cost_korn=2 | opponent_non_core=20,False,,,
4,37,utility_balancer_vs_phase_player,26,3,player,utility_balancer,enemy,14,21,2,14,21,13,20,23,9,2,True,"{""Holz"": 1, ""Korn"": 2, ""Stein"": 7}","{""Holz"": 5, ""Korn"": 8, ""Stein"": 0}",3,field_upgrade,"(1, -2)",,development,19.2667,1.1500,22.1567,type=Holz | level=1 | stein_pressure=0.58 | cost_stein=6,False,,,
4,37,utility_balancer_vs_phase_player,26,3,player,utility_balancer,enemy,14,21,2,14,21,13,20,23,9,2,True,"{""Holz"": 1, ""Korn"": 2, ""Stein"": 7}","{""Holz"": 5, ""Korn"": 8, ""Stein"": 0}",4,field_upgrade,"(0, -2)",,development,15.2667,1.1500,17.5567,type=Korn | level=1 | stein_pressure=0.58 | cost_stein=6,False,,,
4,37,utility_balancer_vs_phase_player,26,3,player,utility_balancer,enemy,14,21,2,14,21,13,20,23,9,2,True,"{""Holz"": 1, ""Korn"": 2, ""Stein"": 7}","{""Holz"": 5, ""Korn"": 8, ""Stein"": 0}",5,field_upgrade,"(-2, -1)",,development,13.7667,1.1500,15.8317,type=Korn | level=1 | stein_pressure=0.58 | cost_stein=6,False,,,
4,37,utility_balancer_vs_phase_player,27,1,player,utility_balancer,player,15,20,2,14,21,13,20,23,9,2,True,"{""Holz"": 4, ""Korn"": 9, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",1,raid,"(2, -1)",,aggression,36.9333,1.2500,46.1667,target_type=Korn | level=1 | shield=0 | cost_korn=2 | opponent_non_core=20,True,True,"player raids (2, -1) for 2 Korn. contested=6, active_from_round=30.",
4,37,utility_balancer_vs_phase_player,27,1,player,utility_balancer,player,15,20,2,14,21,13,20,23,9,2,True,"{""Holz"": 4, ""Korn"": 9, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",2,fortify,"(3, -2)",,defense,34.1500,1.2500,42.6875,type=Korn | shield=0 | enemy_neighbors=2 | contested=0 | cost_korn=2,False,,,
4,37,utility_balancer_vs_phase_player,27,1,player,utility_balancer,player,15,20,2,14,21,13,20,23,9,2,True,"{""Holz"": 4, ""Korn"": 9, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",3,raid,"(1, -1)",,aggression,31.1000,1.2500,38.8750,target_type=Stein | level=1 | shield=0 | cost_korn=2 | opponent_non_core=20,False,,,
4,37,utility_balancer_vs_phase_player,27,1,player,utility_balancer,player,15,20,2,14,21,13,20,23,9,2,True,"{""Holz"": 4, ""Korn"": 9, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",4,raid,"(3, -1)",,aggression,20.0667,1.2500,25.0833,target_type=Korn | level=1 | shield=1 | cost_korn=3 | opponent_non_core=20,False,,,
4,37,utility_balancer_vs_phase_player,27,1,player,utility_balancer,player,15,20,2,14,21,13,20,23,9,2,True,"{""Holz"": 4, ""Korn"": 9, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",5,raid,"(0, -1)",,aggression,19.2667,1.2500,24.0833,target_type=Stein | level=2 | shield=1 | cost_korn=2 | opponent_non_core=20,False,,,
4,37,utility_balancer_vs_phase_player,27,2,player,utility_balancer,player,16,19,2,15,20,14,19,23,8,3,True,"{""Holz"": 4, ""Korn"": 7, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",1,raid,"(1, -1)",,aggression,31.1000,1.2500,38.8750,target_type=Stein | level=1 | shield=0 | cost_korn=2 | opponent_non_core=19,True,True,"player raids (1, -1) for 2 Korn. contested=4, active_from_round=30.",
4,37,utility_balancer_vs_phase_player,27,2,player,utility_balancer,player,16,19,2,15,20,14,19,23,8,3,True,"{""Holz"": 4, ""Korn"": 7, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",2,fortify,"(3, -2)",,defense,22.1500,1.2500,27.6875,type=Korn | shield=0 | enemy_neighbors=1 | contested=0 | cost_korn=2,False,,,
4,37,utility_balancer_vs_phase_player,27,2,player,utility_balancer,player,16,19,2,15,20,14,19,23,8,3,True,"{""Holz"": 4, ""Korn"": 7, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",3,raid,"(3, -1)",,aggression,20.0667,1.2500,25.0833,target_type=Korn | level=1 | shield=1 | cost_korn=3 | opponent_non_core=19,False,,,
4,37,utility_balancer_vs_phase_player,27,2,player,utility_balancer,player,16,19,2,15,20,14,19,23,8,3,True,"{""Holz"": 4, ""Korn"": 7, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",4,raid,"(0, -1)",,aggression,19.2667,1.2500,24.0833,target_type=Stein | level=2 | shield=1 | cost_korn=2 | opponent_non_core=19,False,,,
4,37,utility_balancer_vs_phase_player,27,2,player,utility_balancer,player,16,19,2,15,20,14,19,23,8,3,True,"{""Holz"": 4, ""Korn"": 7, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",5,fortify,"(0, -2)",,defense,17.9500,1.2500,22.4375,type=Korn | shield=2 | enemy_neighbors=1 | contested=1 | cost_korn=6,False,,,
4,37,utility_balancer_vs_phase_player,27,3,player,utility_balancer,player,16,19,2,16,19,15,18,23,7,4,True,"{""Holz"": 4, ""Korn"": 5, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",1,fortify,"(3, -2)",,defense,22.1500,1.2500,27.6875,type=Korn | shield=0 | enemy_neighbors=1 | contested=0 | cost_korn=2,True,True,"player fortifies (3, -2) for 2 Korn. raid_shield=1/3.",
4,37,utility_balancer_vs_phase_player,27,3,player,utility_balancer,player,16,19,2,16,19,15,18,23,7,4,True,"{""Holz"": 4, ""Korn"": 5, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",2,raid,"(3, -1)",,aggression,20.0667,1.2500,25.0833,target_type=Korn | level=1 | shield=1 | cost_korn=3 | opponent_non_core=18,False,,,
4,37,utility_balancer_vs_phase_player,27,3,player,utility_balancer,player,16,19,2,16,19,15,18,23,7,4,True,"{""Holz"": 4, ""Korn"": 5, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",3,raid,"(0, -1)",,aggression,19.2667,1.2500,24.0833,target_type=Stein | level=2 | shield=1 | cost_korn=2 | opponent_non_core=18,False,,,
4,37,utility_balancer_vs_phase_player,27,3,player,utility_balancer,player,16,19,2,16,19,15,18,23,7,4,True,"{""Holz"": 4, ""Korn"": 5, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",4,fortify,"(0, -2)",,defense,17.9500,1.2500,22.4375,type=Korn | shield=2 | enemy_neighbors=1 | contested=1 | cost_korn=6,False,,,
4,37,utility_balancer_vs_phase_player,27,3,player,utility_balancer,player,16,19,2,16,19,15,18,23,7,4,True,"{""Holz"": 4, ""Korn"": 5, ""Stein"": 7}","{""Holz"": 9, ""Korn"": 12, ""Stein"": 9}",5,rebuild,"(0, -2)",Holz,economy,15.4333,1.3000,20.0633,old_type=Korn | new_type=Holz | new_need=0.67 | old_pressure=0.58 | cost_holz=2,False,,,
4,37,utility_balancer_vs_phase_player,28,1,player,utility_balancer,enemy,15,22,1,14,22,13,21,23,9,1,True,"{""Holz"": 2, ""Korn"": 12, ""Stein"": 9}","{""Holz"": 5, ""Korn"": 5, ""Stein"": 9}",1,build,"(3, -3)",Holz,expansion,34.7378,1.0000,34.7378,type=Holz | need=0.42 | own_neighbors=3 | enemy_neighbors=0 | cost_holz=5,True,True,"player builds Holz at (3, -3) for 5 Holz.",enemy
4,37,utility_balancer_vs_phase_player,28,1,player,utility_balancer,enemy,15,22,1,14,22,13,21,23,9,1,True,"{""Holz"": 2, ""Korn"": 12, ""Stein"": 9}","{""Holz"": 5, ""Korn"": 5, ""Stein"": 9}",2,build,"(3, -3)",Stein,expansion,32.7378,1.0000,32.7378,type=Stein | need=0.25 | own_neighbors=3 | enemy_neighbors=0 | cost_holz=5,False,,,enemy
4,37,utility_balancer_vs_phase_player,28,1,player,utility_balancer,enemy,15,22,1,14,22,13,21,23,9,1,True,"{""Holz"": 2, ""Korn"": 12, ""Stein"": 9}","{""Holz"": 5, ""Korn"": 5, ""Stein"": 9}",3,fortify,"(-1, -2)",,defense,24.8167,1.2500,31.0208,type=Korn | shield=0 | enemy_neighbors=1 | contested=0 | cost_korn=2,False,,,enemy
4,37,utility_balancer_vs_phase_player,28,1,player,utility_balancer,enemy,15,22,1,14,22,13,21,23,9,1,True,"{""Holz"": 2, ""Korn"": 12, ""Stein"": 9}","{""Holz"": 5, ""Korn"": 5, ""Stein"": 9}",4,build,"(3, -3)",Korn,expansion,29.9628,1.0000,29.9628,type=Korn | need=0.00 | own_neighbors=3 | enemy_neighbors=0 | cost_holz=5,False,,,enemy
4,37,utility_balancer_vs_phase_player,28,1,player,utility_balancer,enemy,15,22,1,14,22,13,21,23,9,1,True,"{""Holz"": 2, ""Korn"": 12, ""Stein"": 9}","{""Holz"": 5, ""Korn"": 5, ""Stein"": 9}",5,fortify,"(-2, -1)",,defense,19.8833,1.2500,24.8542,type=Korn | shield=1 | enemy_neighbors=1 | contested=0 | cost_korn=4,False,,,enemy
4,37,utility_balancer_vs_rusher,1,1,player,utility_balancer,player,3,2,33,2,2,1,1,23,21,21,False,"{""Holz"": 1, ""Korn"": 4, ""Stein"": 0}","{""Holz"": 3, ""Korn"": 4, ""Stein"": 0}",1,build,"(-3, 1)",Stein,expansion,32.0986,1.2500,40.1233,type=Stein | need=1.00 | own_neighbors=2 | enemy_neighbors=0 | cost_holz=2,True,True,"player builds Stein at (-3, 1) for 2 Holz.",
4,37,utility_balancer_vs_rusher,1,1,player,utility_balancer,player,3,2,33,2,2,1,1,23,21,21,False,"{""Holz"": 1, ""Korn"": 4, ""Stein"": 0}","{""Holz"": 3, ""Korn"": 4, ""Stein"": 0}",2,build,"(-2, -1)",Stein,expansion,32.0986,1.2500,40.1233,type=Stein | need=1.00 | own_neighbors=2 | enemy_neighbors=0 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,1,1,player,utility_balancer,player,3,2,33,2,2,1,1,23,21,21,False,"{""Holz"": 1, ""Korn"": 4, ""Stein"": 0}","{""Holz"": 3, ""Korn"": 4, ""Stein"": 0}",3,build,"(-1, 0)",Stein,expansion,30.2653,1.2500,37.8316,type=Stein | need=1.00 | own_neighbors=1 | enemy_neighbors=0 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,1,1,player,utility_balancer,player,3,2,33,2,2,1,1,23,21,21,False,"{""Holz"": 1, ""Korn"": 4, ""Stein"": 0}","{""Holz"": 3, ""Korn"": 4, ""Stein"": 0}",4,build,"(-2, 1)",Stein,expansion,28.9320,1.2500,36.1650,type=Stein | need=1.00 | own_neighbors=1 | enemy_neighbors=0 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,1,1,player,utility_balancer,player,3,2,33,2,2,1,1,23,21,21,False,"{""Holz"": 1, ""Korn"": 4, ""Stein"": 0}","{""Holz"": 3, ""Korn"": 4, ""Stein"": 0}",5,build,"(-1, -1)",Stein,expansion,28.9320,1.2500,36.1650,type=Stein | need=1.00 | own_neighbors=1 | enemy_neighbors=0 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,1,2,player,utility_balancer,player,3,2,32,3,2,2,1,23,20,21,False,"{""Holz"": 1, ""Korn"": 2, ""Stein"": 0}","{""Holz"": 3, ""Korn"": 4, ""Stein"": 0}",1,fortify,"(-2, 0)",,defense,1.5880,1.0000,1.5880,type=Holz | shield=0 | enemy_neighbors=0 | contested=0 | cost_korn=2,True,True,"player fortifies (-2, 0) for 2 Korn. raid_shield=1/3.",
4,37,utility_balancer_vs_rusher,1,2,player,utility_balancer,player,3,2,32,3,2,2,1,23,20,21,False,"{""Holz"": 1, ""Korn"": 2, ""Stein"": 0}","{""Holz"": 3, ""Korn"": 4, ""Stein"": 0}",2,wait,,,fallback,0.0500,1.0000,0.0500,fallback,False,,,
4,37,utility_balancer_vs_rusher,1,3,player,utility_balancer,player,3,2,32,3,2,2,1,23,20,21,False,"{""Holz"": 1, ""Korn"": 2, ""Stein"": 0}","{""Holz"": 3, ""Korn"": 4, ""Stein"": 0}",1,wait,,,fallback,0.0500,1.0000,0.0500,fallback,True,True,player waits.,
4,37,utility_balancer_vs_rusher,2,1,player,utility_balancer,enemy,4,4,30,3,4,2,3,23,20,19,True,"{""Holz"": 0, ""Korn"": 3, ""Stein"": 1}","{""Holz"": 0, ""Korn"": 6, ""Stein"": 0}",1,build,"(-1, 0)",Stein,expansion,32.2518,1.2500,40.3148,type=Stein | need=0.83 | own_neighbors=1 | enemy_neighbors=1 | cost_holz=2,True,True,"player builds Stein at (-1, 0) for 2 Holz.",
4,37,utility_balancer_vs_rusher,2,1,player,utility_balancer,enemy,4,4,30,3,4,2,3,23,20,19,True,"{""Holz"": 0, ""Korn"": 3, ""Stein"": 1}","{""Holz"": 0, ""Korn"": 6, ""Stein"": 0}",2,build,"(-2, 1)",Stein,expansion,31.9185,1.2500,39.8981,type=Stein | need=0.83 | own_neighbors=2 | enemy_neighbors=0 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,2,1,player,utility_balancer,enemy,4,4,30,3,4,2,3,23,20,19,True,"{""Holz"": 0, ""Korn"": 3, ""Stein"": 1}","{""Holz"": 0, ""Korn"": 6, ""Stein"": 0}",3,build,"(-2, -1)",Stein,expansion,30.5851,1.2500,38.2314,type=Stein | need=0.83 | own_neighbors=2 | enemy_neighbors=0 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,2,1,player,utility_balancer,enemy,4,4,30,3,4,2,3,23,20,19,True,"{""Holz"": 0, ""Korn"": 3, ""Stein"": 1}","{""Holz"": 0, ""Korn"": 6, ""Stein"": 0}",4,build,"(-1, 0)",Holz,expansion,30.2518,1.2500,37.8148,type=Holz | need=0.67 | own_neighbors=1 | enemy_neighbors=1 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,2,1,player,utility_balancer,enemy,4,4,30,3,4,2,3,23,20,19,True,"{""Holz"": 0, ""Korn"": 3, ""Stein"": 1}","{""Holz"": 0, ""Korn"": 6, ""Stein"": 0}",5,build,"(-2, 1)",Holz,expansion,29.9185,1.2500,37.3981,type=Holz | need=0.67 | own_neighbors=2 | enemy_neighbors=0 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,2,2,player,utility_balancer,enemy,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 1}","{""Holz"": 0, ""Korn"": 6, ""Stein"": 0}",1,fortify,"(-3, 1)",,defense,1.5880,1.0000,1.5880,type=Stein | shield=0 | enemy_neighbors=0 | contested=0 | cost_korn=2,True,True,"player fortifies (-3, 1) for 2 Korn. raid_shield=1/3.",
4,37,utility_balancer_vs_rusher,2,2,player,utility_balancer,enemy,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 1}","{""Holz"": 0, ""Korn"": 6, ""Stein"": 0}",2,wait,,,fallback,0.0500,1.0000,0.0500,fallback,False,,,
4,37,utility_balancer_vs_rusher,2,3,player,utility_balancer,enemy,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 1}","{""Holz"": 0, ""Korn"": 6, ""Stein"": 0}",1,wait,,,fallback,0.0500,1.0000,0.0500,fallback,True,True,player waits.,
4,37,utility_balancer_vs_rusher,3,1,player,utility_balancer,player,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 1, ""Korn"": 0, ""Stein"": 3}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",1,fortify,"(-1, 0)",,defense,24.5667,1.0000,24.5667,type=Stein | shield=0 | enemy_neighbors=1 | contested=0 | cost_korn=2,True,True,"player fortifies (-1, 0) for 2 Korn. raid_shield=1/3.",
4,37,utility_balancer_vs_rusher,3,1,player,utility_balancer,player,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 1, ""Korn"": 0, ""Stein"": 3}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",2,field_upgrade,"(-3, 1)",,development,16.8000,1.1000,18.4800,type=Stein | level=1 | stein_pressure=0.50 | cost_stein=3,False,,,
4,37,utility_balancer_vs_rusher,3,1,player,utility_balancer,player,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 1, ""Korn"": 0, ""Stein"": 3}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",3,field_upgrade,"(-2, 0)",,development,16.8000,1.1000,18.4800,type=Holz | level=1 | stein_pressure=0.50 | cost_stein=3,False,,,
4,37,utility_balancer_vs_rusher,3,1,player,utility_balancer,player,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 1, ""Korn"": 0, ""Stein"": 3}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",4,field_upgrade,"(-1, 0)",,development,16.8000,1.1000,18.4800,type=Stein | level=1 | stein_pressure=0.50 | cost_stein=3,False,,,
4,37,utility_balancer_vs_rusher,3,1,player,utility_balancer,player,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 1, ""Korn"": 0, ""Stein"": 3}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",5,wait,,,fallback,0.0500,1.0000,0.0500,fallback,False,,,
4,37,utility_balancer_vs_rusher,3,2,player,utility_balancer,player,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 1, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",1,field_upgrade,"(-3, 1)",,development,16.8000,1.1000,18.4800,type=Stein | level=1 | stein_pressure=0.50 | cost_stein=3,True,True,"player upgrades (-3, 1) to level 2 for 3 Stein.",
4,37,utility_balancer_vs_rusher,3,2,player,utility_balancer,player,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 1, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",2,field_upgrade,"(-2, 0)",,development,16.8000,1.1000,18.4800,type=Holz | level=1 | stein_pressure=0.50 | cost_stein=3,False,,,
4,37,utility_balancer_vs_rusher,3,2,player,utility_balancer,player,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 1, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",3,field_upgrade,"(-1, 0)",,development,16.8000,1.1000,18.4800,type=Stein | level=1 | stein_pressure=0.50 | cost_stein=3,False,,,
4,37,utility_balancer_vs_rusher,3,2,player,utility_balancer,player,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 1, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",4,wait,,,fallback,0.0500,1.0000,0.0500,fallback,False,,,
4,37,utility_balancer_vs_rusher,3,3,player,utility_balancer,player,4,4,29,4,4,3,3,23,19,19,False,"{""Holz"": 1, ""Korn"": 0, ""Stein"": 0}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",1,wait,,,fallback,0.0500,1.0000,0.0500,fallback,True,True,player waits.,
4,37,utility_balancer_vs_rusher,4,1,player,utility_balancer,enemy,4,6,28,3,6,2,5,23,20,17,True,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 3}","{""Holz"": 0, ""Korn"": 3, ""Stein"": 0}",1,build,"(-2, 1)",Korn,expansion,39.4678,1.2500,49.3347,type=Korn | need=0.83 | own_neighbors=2 | enemy_neighbors=2 | cost_holz=2,True,True,"player builds Korn at (-2, 1) for 2 Holz.",
4,37,utility_balancer_vs_rusher,4,1,player,utility_balancer,enemy,4,6,28,3,6,2,5,23,20,17,True,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 3}","{""Holz"": 0, ""Korn"": 3, ""Stein"": 0}",2,build,"(-2, 1)",Holz,expansion,37.2428,1.2500,46.5535,type=Holz | need=0.67 | own_neighbors=2 | enemy_neighbors=2 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,4,1,player,utility_balancer,enemy,4,6,28,3,6,2,5,23,20,17,True,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 3}","{""Holz"": 0, ""Korn"": 3, ""Stein"": 0}",3,build,"(-2, 1)",Stein,expansion,35.2428,1.2500,44.0535,type=Stein | need=0.50 | own_neighbors=2 | enemy_neighbors=2 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,4,1,player,utility_balancer,enemy,4,6,28,3,6,2,5,23,20,17,True,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 3}","{""Holz"": 0, ""Korn"": 3, ""Stein"": 0}",4,build,"(-1, -1)",Korn,expansion,31.4678,1.2500,39.3347,type=Korn | need=0.83 | own_neighbors=1 | enemy_neighbors=1 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,4,1,player,utility_balancer,enemy,4,6,28,3,6,2,5,23,20,17,True,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 3}","{""Holz"": 0, ""Korn"": 3, ""Stein"": 0}",5,build,"(-2, -1)",Korn,expansion,31.1345,1.2500,38.9181,type=Korn | need=0.83 | own_neighbors=2 | enemy_neighbors=0 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,4,2,player,utility_balancer,enemy,4,6,27,4,6,3,5,23,19,17,True,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 0}","{""Holz"": 0, ""Korn"": 3, ""Stein"": 0}",1,field_upgrade,"(-2, 0)",,development,16.8000,1.1000,18.4800,type=Holz | level=1 | stein_pressure=0.50 | cost_stein=3,True,True,"player upgrades (-2, 0) to level 2 for 3 Stein.",
4,37,utility_balancer_vs_rusher,4,2,player,utility_balancer,enemy,4,6,27,4,6,3,5,23,19,17,True,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 0}","{""Holz"": 0, ""Korn"": 3, ""Stein"": 0}",2,wait,,,fallback,0.0500,1.0000,0.0500,fallback,False,,,
4,37,utility_balancer_vs_rusher,4,3,player,utility_balancer,enemy,4,6,27,4,6,3,5,23,19,17,True,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 0}","{""Holz"": 0, ""Korn"": 3, ""Stein"": 0}",1,wait,,,fallback,0.0500,1.0000,0.0500,fallback,True,True,player waits.,
4,37,utility_balancer_vs_rusher,5,1,player,utility_balancer,player,4,6,27,4,6,3,5,23,19,17,True,"{""Holz"": 2, ""Korn"": 1, ""Stein"": 2}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",1,fortify,"(-2, 1)",,defense,36.8167,1.0000,36.8167,type=Korn | shield=0 | enemy_neighbors=2 | contested=0 | cost_korn=2,True,True,"player fortifies (-2, 1) for 2 Korn. raid_shield=1/3.",
4,37,utility_balancer_vs_rusher,5,1,player,utility_balancer,player,4,6,27,4,6,3,5,23,19,17,True,"{""Holz"": 2, ""Korn"": 1, ""Stein"": 2}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",2,build,"(-2, 2)",Holz,expansion,29.4050,1.2500,36.7562,type=Holz | need=0.67 | own_neighbors=1 | enemy_neighbors=1 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,5,1,player,utility_balancer,player,4,6,27,4,6,3,5,23,19,17,True,"{""Holz"": 2, ""Korn"": 1, ""Stein"": 2}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",3,build,"(-2, 2)",Stein,expansion,29.4050,1.2500,36.7562,type=Stein | need=0.67 | own_neighbors=1 | enemy_neighbors=1 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,5,1,player,utility_balancer,player,4,6,27,4,6,3,5,23,19,17,True,"{""Holz"": 2, ""Korn"": 1, ""Stein"": 2}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",4,build,"(-1, -1)",Holz,expansion,29.4050,1.2500,36.7562,type=Holz | need=0.67 | own_neighbors=1 | enemy_neighbors=1 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,5,1,player,utility_balancer,player,4,6,27,4,6,3,5,23,19,17,True,"{""Holz"": 2, ""Korn"": 1, ""Stein"": 2}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",5,build,"(-1, -1)",Stein,expansion,29.4050,1.2500,36.7562,type=Stein | need=0.67 | own_neighbors=1 | enemy_neighbors=1 | cost_holz=2,False,,,
4,37,utility_balancer_vs_rusher,5,2,player,utility_balancer,player,5,6,27,4,6,3,5,23,19,17,True,"{""Holz"": 0, ""Korn"": 1, ""Stein"": 2}","{""Holz"": 1, ""Korn"": 6, ""Stein"": 0}",1,build,"(-2, 2)",Korn,expansion,31.6300,1.2500,39.5374,type=Korn | need=0.83 | own_neighbors=1 | enemy_neighbors=1 | cost_holz=2,True,True,"player builds Korn at (-2, 2) for 2 Holz.",
