side_length,matchup,round,actor,actor_policy,action_index,candidate_action_type,candidate_target,candidate_source,candidate_field_type,tunnel_score,normal_baseline,opportunity_cost,chosen,reasons
4,utility_tunneler_vs_phase_player,17,player,utility_tunneler,3,wait,,,,0.0,0.7062,0.7062,F,opportunity_cost:-0.7062
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-2, 0)","(-3, 1)",,0.2369,0.4685,0.2316,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2316
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-2, 1)","(-3, 1)",,0.2369,0.4685,0.2316,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2316
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-3, 3)","(-3, 2)",,0.2119,0.4685,0.2566,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2566
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-2, 2)","(-3, 2)",,0.2119,0.4685,0.2566,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2566
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-3, 2)","(-3, 3)",,0.2619,0.4685,0.2066,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2066
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-2, 2)","(-3, 3)",,0.2619,0.4685,0.2066,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2066
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-2, 3)","(-3, 3)",,0.3202,0.4685,0.1483,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1483
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-1, -1)","(-2, -1)",,0.2702,0.4685,0.1983,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1983
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-3, 1)","(-2, 0)",,0.2369,0.4685,0.2316,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2316
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-2, 1)","(-2, 0)",,0.2369,0.4685,0.2316,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2316
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-1, -1)","(-2, 0)",,0.2952,0.4685,0.1733,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1733
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-1, 0)","(-2, 0)",,0.2952,0.4685,0.1733,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1733
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-3, 1)","(-2, 1)",,0.2369,0.4685,0.2316,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2316
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-2, 0)","(-2, 1)",,0.2369,0.4685,0.2316,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2316
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-2, 2)","(-2, 1)",,0.2369,0.4685,0.2316,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2316
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-1, 0)","(-2, 1)",,0.2952,0.4685,0.1733,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1733
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-1, 1)","(-2, 1)",,0.2952,0.4685,0.1733,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1733
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-3, 2)","(-2, 2)",,0.2619,0.4685,0.2066,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2066
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-3, 3)","(-2, 2)",,0.2619,0.4685,0.2066,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2066
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-2, 1)","(-2, 2)",,0.2619,0.4685,0.2066,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.2066
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-2, 3)","(-2, 2)",,0.3202,0.4685,0.1483,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1483
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-1, 1)","(-2, 2)",,0.3202,0.4685,0.1483,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1483
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-1, 2)","(-2, 2)",,0.3202,0.4685,0.1483,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1483
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(-1, -1)","(-1, -2)",,0.3202,0.4685,0.1483,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1483
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(0, -3)","(-1, -2)",,0.3202,0.4685,0.1483,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1483
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_extend,"(0, -2)","(-1, -2)",,0.3202,0.4685,0.1483,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0562|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1140|opportunity_cost:-0.1483
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,tunnel_raid,"(-1, -2)",,,0.5167,0.4685,0.0,T,resource_fit:0.1125|enemy_tunnel_threat:0.0375|raid_value:0.2812|territory_pressure:0.0855|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,1,wait,,,,0.0,0.4685,0.4685,F,opportunity_cost:-0.4685
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-2, 0)","(-3, 1)",,0.2254,0.4685,0.2431,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2431
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-2, 1)","(-3, 1)",,0.2254,0.4685,0.2431,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2431
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-3, 3)","(-3, 2)",,0.2004,0.4685,0.2681,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2681
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-2, 2)","(-3, 2)",,0.2004,0.4685,0.2681,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2681
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-3, 2)","(-3, 3)",,0.2504,0.4685,0.2181,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2181
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-2, 2)","(-3, 3)",,0.2504,0.4685,0.2181,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2181
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-2, 3)","(-3, 3)",,0.3088,0.4685,0.1597,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.1597
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-1, -1)","(-2, -1)",,0.2588,0.4685,0.2097,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2097
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-3, 1)","(-2, 0)",,0.2254,0.4685,0.2431,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2431
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-2, 1)","(-2, 0)",,0.2254,0.4685,0.2431,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2431
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-1, -1)","(-2, 0)",,0.2838,0.4685,0.1847,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.1847
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-1, 0)","(-2, 0)",,0.2838,0.4685,0.1847,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.1847
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-3, 1)","(-2, 1)",,0.2254,0.4685,0.2431,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2431
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-2, 0)","(-2, 1)",,0.2254,0.4685,0.2431,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2431
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-2, 2)","(-2, 1)",,0.2254,0.4685,0.2431,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2431
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-1, 0)","(-2, 1)",,0.2838,0.4685,0.1847,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.1847
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-1, 1)","(-2, 1)",,0.2838,0.4685,0.1847,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.1847
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-3, 2)","(-2, 2)",,0.2504,0.4685,0.2181,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2181
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-3, 3)","(-2, 2)",,0.2504,0.4685,0.2181,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2181
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-2, 1)","(-2, 2)",,0.2504,0.4685,0.2181,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.2181
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-2, 3)","(-2, 2)",,0.3088,0.4685,0.1597,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.1597
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-1, 1)","(-2, 2)",,0.3088,0.4685,0.1597,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.1597
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-1, 2)","(-2, 2)",,0.3088,0.4685,0.1597,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.1597
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(-1, -1)","(-1, -2)",,0.3088,0.4685,0.1597,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.1597
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(0, -3)","(-1, -2)",,0.3088,0.4685,0.1597,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.1597
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,tunnel_extend,"(0, -2)","(-1, -2)",,0.3088,0.4685,0.1597,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.1597
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,2,wait,,,,0.0,0.4685,0.4685,F,opportunity_cost:-0.4685
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-2, 0)","(-3, 1)",,0.2254,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-2, 1)","(-3, 1)",,0.2254,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-3, 3)","(-3, 2)",,0.2004,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-2, 2)","(-3, 2)",,0.2004,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-3, 2)","(-3, 3)",,0.2504,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-2, 2)","(-3, 3)",,0.2504,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-2, 3)","(-3, 3)",,0.3088,0.15,0.0,T,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-1, -1)","(-2, -1)",,0.2588,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0750|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-3, 1)","(-2, 0)",,0.2254,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-2, 1)","(-2, 0)",,0.2254,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-1, -1)","(-2, 0)",,0.2838,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-1, 0)","(-2, 0)",,0.2838,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-3, 1)","(-2, 1)",,0.2254,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-2, 0)","(-2, 1)",,0.2254,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-2, 2)","(-2, 1)",,0.2254,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-1, 0)","(-2, 1)",,0.2838,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-1, 1)","(-2, 1)",,0.2838,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0500|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-3, 2)","(-2, 2)",,0.2504,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-3, 3)","(-2, 2)",,0.2504,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-2, 1)","(-2, 2)",,0.2504,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0000|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-2, 3)","(-2, 2)",,0.3088,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-1, 1)","(-2, 2)",,0.3088,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-1, 2)","(-2, 2)",,0.3088,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(-1, -1)","(-1, -2)",,0.3088,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(0, -3)","(-1, -2)",,0.3088,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,tunnel_extend,"(0, -2)","(-1, -2)",,0.3088,0.15,0.0,F,resource_fit:0.1167|tunnel_access_gain:0.0583|enemy_tunnel_threat:0.0545|own_tunnel_pressure:-0.0250|collapse_risk:-0.0000|territory_pressure:0.1042|opportunity_cost:-0.0000
4,utility_tunneler_vs_phase_player,18,player,utility_tunneler,3,wait,,,,0.0,0.15,0.15,F,opportunity_cost:-0.1500
